NAME,OCS_NAME,LONG_NAME
ElMont ChicChsChim4.5oz,ElMont ChicChsChim4.5oz,El Monterey Chicken & Cheese Chimichanga (4.5oz)
ElMontStekChsChimi5oz,ElMontStekChsChimi5oz,El Monterey Steak and Cheese Chimichanga (5oz)
FullThr Cit Engy 16oz,FullThr Cit Engy 16oz,Full Throttle Citrus Energy Drink (16oz)
Fuze Peach Mango 12oz,Fuze Peach Mango 12oz,Fuze Peach Mango (12oz)
,Guru Engy DkGrnTHnyLmn 16oz,GURU Energy Drink Green Tea Honey Lemon (16oz)
GuruEngyLt 8.4oz,GuruEngyLt 8.4oz,GURU Energy Drink Lite 100% Natural (8.4oz)
,Guru Engy Drk Tang 16oz,GURU Energy Drink Tangerine (16oz)
Hny Nut Cheerios 39oz,Hny Nut Cheerios 39oz,Honey Nut Cheerios (39oz)
,Hrshy Choc Syrup 7lb8oz,Hersheys Chocolate Syrup 7lb (8oz)
,Hny Bnch of Oats HnyRst 48oz,Honey Bunches of Oats Honey Roasted (48oz)
Hny Nut Cheerios 1.8oz,Hny Nut Cheerios 1.8oz,Honey Nut Cheerios (1.8oz)
,Hny Nut Cheerios 25oz,Honey Nut Cheerios (25oz)
,Hny Nut Cheerios 49oz,Honey Nut Cheerios (49oz)
,Hny Nut Chex Cerl Cup 1.125oz,Honey Nut Chex Cereal Cup (1.125oz)
HorizonOrg2%RFMlk .5gal,HorizonOrg2%RFMlk .5gal,Horizon Organic 2% Reduced Fat Milk (.5gal)
,Horizon Org 2% Mlk 1gal,Horizon Organic 2% Milk (1gal)
,Horizon Org FF Mlk .5gal,Horizon Organic Fat Free Milk (.5gal)
,Horizon Org FF Mlk 1gal,Horizon Organic Fat Free Milk (1gal)
,Horizon Org VitDWhlMlk 1gal,Horizon Organic Vitamin D Whole Milk (1gal)
,Horizon Org VitDWhlMlk .5gal,Horizon Organic Vitamin D Whole Milk (.5gal)
,Silk Orig Soymlk Aseptic 1qt,Silk Original Soymilk Shelf Stable Aseptic (1qt)
,Kash Hrt to Hrt Hny Tst 12.4oz,Kashi Heart to Heart Honey Toasted Oat Cereal (12.4oz)
,Kirkland Org Van SoyMlk 1qt,Kirkland Signature Organic Vanilla Soymilk (1qt)
KraftMac&ChsOrig 2.05oz,KraftMac&ChsOrig 2.05oz,Kraft Macaroni & Cheese Original (2.05oz)
,Lactaid FF Mlk .5gal,Lactaid Fat Free Milk (.5gal)
,Ltl Juan Bn Chs Burrito 5oz,Little Juan Bean and Cheese Burrito (5oz)
,Miami Grocery 1% Mlk .5gal,Miami Grocery 1% Milk (.5gal)
,Miami Grocery 1% Mlk 1gal,Miami Grocery 1% Milk (1gal)
,Miami Grocery 2% Mlk .5gal,Miami Grocery 2% Milk (.5gal)
,Miami Grocery 2% Mlk 1gal,Miami Grocery 2% Milk (1gal)
,Miami Grocery Almd Van Mlk .5gal,Miami Grocery Almond Vanilla Milk (.5gal)
,Miami Grocery Lactaid Mlk .5gal,Miami Grocery Lactaid Milk (.5gal)
,Miami Grocery Skim Mlk .5gal,Miami Grocery Skim Milk (.5gal)
Monster Energy 16oz,Monster Energy 16oz,Monster Energy (16oz)
Monster EngyLoCarb 16oz,Monster EngyLoCarb 16oz,Monster Energy Low-Carb (16oz)
PBar Prfrm Choc 2.29oz,PBar Prfrm Choc 2.29oz,Powerbar Performance Chocolate (2.29oz)
OwenSauEgChsTacos4.8oz,OwenSauEgChsTacos4.8oz,Owens Twin Tacos Sausage Egg Cheese (4.8oz)
,Pacific Rice Mlk LF Plain 1qt,Pacific Ricemilk Low Fat Plain (1qt)
,zzzPacific Soy Mlk Plain 1qt,zzzPacific Soymilk Plain (1qt)
,Pacific Soy Mlk Van 1qt,Pacific Soymilk Vanilla (1qt)
,Parmalat FF Skim Mlk 32oz,Parmalat Non-Refrigerator Fat Free Skim Milk (32oz)
,Parmalat Non-Refrig Whl Mlk 32oz,Parmalat Non-Refrigerator Whole Milk (32oz)
,zzzPet 2% Mlk 5gal,zzzPet Reduced Fat 2% Milk (5gal)
,zzzPet Skim Mlk 5gal,zzzPet Skim Milk (5gal)
PierreBacChsburgr6.13oz,PierreBacChsburgr6.13oz,Pierre Flame Broiled Bacon Cheeseburger Grillers #1240 (6.13oz)
PierreJpnoChsbrgr6.65oz,PierreJpnoChsbrgr6.65oz,Pierre Jumbo Jalapeno Cheeseburger #1265 (6.65oz)
Pierre Philly Chs 6.2oz,Pierre Philly Chs 6.2oz,Pierre Philly Cheesesteak Sandwich #1125 (6.2oz)
,zzzPierre SpcChicBleuChs 6.3oz,zzzPierre Spicy Chicken Bleu Cheese #1071 (6.3oz)
BubbaTwnChilChsDog8.5oz,BubbaTwnChilChsDog8.5oz,Pierre Big AZ Bubba Twins Chili Cheese Dogs #1576 (8.5oz)
,zzzRefrig Soy Mlk 1pt,zzzRefrig Soy Milk (1pt)
RobertsDairy 2%Mlk 16oz,RobertsDairy 2%Mlk 16oz,Roberts Dairy 2% Milk (16oz)
RobertsDairyChocMlk16oz,RobertsDairyChocMlk16oz,Roberts Dairy Chocolate Milk (16oz)
zzzRobinson 1% Milk 1gal,zzzRobinson 1% Milk 1gal,zzzRobinson 1% Milk (1gal)
,zzzRobinson 1/2&1/2 Mlk 1qt,zzzRobinson Half & Half Milk (1qt)
zzzRobinson 2% Milk 1gal,zzzRobinson 2% Milk 1gal,zzzRobinson 2% Milk (1gal)
Robinson 2% Mlk 1pt,Robinson 2% Mlk 1pt,Robinson 2% Milk (1pt)
Robinson Choc Mlk 1pt,Robinson Choc Mlk 1pt,Robinson Chocolate Milk (1pt)
,zzzRobinson SBerry Mlk 1pt,zzzRobinson Strawberry Milk (1pt)
,zzzRobinson Skim Mlk 1gal,zzzRobinson Skim Milk (1gal)
,zzzRobinson Whl Mlk 1gal,zzzRobinson Whole Milk (1gal)
Robinson Whl Mlk 1pt,Robinson Whl Mlk 1pt,Robinson Whole Milk (1pt)
Rstar Juiced Pom 16oz,Rstar Juiced Pom 16oz,Rockstar Energy Juiced Pomegranate (16oz)
Rstar Energy Drk 16oz,Rstar Energy Drk 16oz,Rockstar Energy Drink (16oz)
Rstar Energy Drk 8oz,Rstar Energy Drk 8oz,Rockstar Energy Drink (8oz)
Rstar Energy SF 16oz,Rstar Energy SF 16oz,Rockstar Energy Sugar Free (16oz)
Rstar No Carb Sugr 16oz,Rstar No Carb Sugr 16oz,Rockstar Energy Zero Carb Sugar (16oz)
,zzzRuiz Bn Chs Burrito 5oz,zzzRuiz Bean and Cheese Burrito (5oz)
ShamrockFrm LFMlk 12oz,ShamrockFrm LFMlk 12oz,Shamrock Farms Low Fat Milk (12oz)
Shenandoahs 2% Mlk 14oz,Shenandoahs 2% Mlk 14oz,Shenandoah's 2% Milk (14oz)
ShenandoahsChocMlk 14oz,ShenandoahsChocMlk 14oz,Shenandoah's Chocolate Milk (14oz)
Shenandoahs WhlMlk 14oz,Shenandoahs WhlMlk 14oz,Shenandoah's Whole Milk (14oz)
SilkSoymlkOrig.5gal,SilkSoymlkOrig.5gal,Silk Soymilk Original (.5gal)
,Soy Drm Choc Aseptic 32oz,Soy Dream Chocolate Aseptic (32oz)
,Tombstone Chs Pza 4.1oz,Tombstone Cheese Pizza (4.1oz)
PierreRibSndwch 6.7oz,PierreRibSndwch 6.7oz,Pierre Signature BBQ Rib Sandwich (6.7oz)
,Voscos Hny Van Yogrt 5.3oz,Voskos Honey Vanilla Bean Yogurt (5.3oz)
Wawa Skim Mlk 16oz,Wawa Skim Mlk 16oz,Wawa Skim Milk (16oz)
WelchWhtGrpPch10oz,WelchWhtGrpPch10oz,Welchs White Grape/Peach Juice (10oz)
,Yami Org Peach Yogrt 6oz,Yami Organic Peach Yogurt (6oz)
Yoohoo Choc Drink 12oz,Yoohoo Choc Drink 12oz,Yoo-hoo Chocolate Drink (12oz)
,EllisMezzSwsAlmdChocSwl 2.5oz/24,"Ellis Mezzaroma Swiss Almond Chocolate Swirl (2.5oz, Box of 24)"
,zzzGFIC Wht Choc Carm 2lb,zzzGeneral Foods International Coffee White Chocolate Carmel (2lb)
,zzzGloria Jean GermanChoc Ck 2oz,"zzzGloria Jean's German Chocolate Cake (2oz, Box of 24)"
,Gloria JeanSwsChocAlmdK-cup 24ct,Gloria Jean's Swiss Chocolate Almond K-Cup (Box of 24)
,GMCR ChocRBerryTruFrac 2.2oz/50,"Green Mountain Chocolate Raspberry Frac Pack (2.2oz, Box of 50)"
,zzzHE Choc Mint OB 1.75oz,zzzHighland Estates Chocolate Mint Open Brew (1.75oz)
,zzzHE Choc Rberry OB 1.75oz/20,"zzzHighland Estates Chocolate Raspberry Open Brew (1.75oz, Box of 20)"
,zzzHE Choc Rberry OB 1.75oz/40,"zzzHighland Estates Chocolate Raspberry Open Brew (1.75oz, Box of 40)"
,J Traders Berry Van Cap 2lb,J. Traders Berry Vanilla Energy (2lb)
,zzzJCC Javafit Engy Extreme 2oz,zzzJavafit Energy Extreme (2oz)
,JT Choc Mcdemia 1.5oz,"Java Traders Chocolate Macadamia (1.5oz, Box of 24)"
,JT Choc Mcdemia DC 1.5oz,"Java Traders Chocolate Macadamia Decaf (1.5oz, Box of 24)"
,JT Choc Sup Cap 2lb,Java Traders Chocolate Supreme Cappuccino (2lb)
,JT Wht Choc Carm,Java Traders White Chocolate Carmel
,Lacas Choc Mcdemia Nut 2oz,"Lacas Chocolate Macadamia Nut (2oz, Box of 24)"
NcfeChocBtrcspTofCap2lb,NcfeChocBtrcspTofCap2lb,Nescafe Chocolate Buttercrisp Toffee Cappuccino (2lb)
,Sel Cap Steamed Mlk Lat 3lb,Selections Cappuccino Steamed Milk Latte (3lb)
,Sel Wht Choc Carm 2lb,Selections White Chocolate Caramel (2lb)
,Supr Choc Mcdemia Nut 2.25oz,Superior Chocolate Macadamia Nut (2.25oz)
,DEgbert WhtChocCarm Cap 2lb,Douwe Egbert White Chocolate Caramel Cappuccino (2lb)
,Timothys Grmn Choc Ck K-Cup,Timothy's German Chocolate Cake K-Cup (Box of 24)
,TNova Choc Mrsh 2oz,"Terranova Chocolate Marshmallow (2oz, Box of 24)"
Fresca Peach 12oz,Fresca Peach 12oz,Fresca Peach Citrus (12oz)
AZ DtGrnTGinsengHny20oz,AZ DtGrnTGinsengHny20oz,Arizona Diet Green Tea Ginseng & Honey (20oz)
AZGrnTGinsengHny 11.5oz,AZGrnTGinsengHny 11.5oz,Arizona Green Tea Ginseng & Honey (11.5oz)
AZGrnTGnsngHnyCN 15.5oz,AZGrnTGnsngHnyCN 15.5oz,Arizona Green Tea Ginseng & Honey Can (15.5oz)
,FRS Health Engy Lmn Lime 11.5oz,FRS Healthy Energy Lemon Lime (11.5oz)
,FRS Health Engy Oran 11.5oz,FRS Healthy Energy Orange (11.5oz)
,FRS Health Engy Pch Mango 11.5oz,FRS Healthy Energy Low Cal Peach Mango (11.5oz)
,FRS Health Engy WBerry 11.5oz,FRS Healthy Energy Low Cal Wild Berry (11.5oz)
Fuze Grn T Hny 18.5oz,Fuze Grn T Hny 18.5oz,Fuze Green Tea Honey & Ginseng (18.5oz)
Fuze Peach Mango 18.5oz,Fuze Peach Mango 18.5oz,Fuze Peach Mango (18.5oz)
,Glaceau Frt Wtr Pch 20oz,Glaceau Fruit Water Peach (20oz)
,Honest T Cit Grn Engy 16.9oz,Honest Tea Citrus Green Energy Tea (16.9oz)
HonestTOrgHnyGrn 16.9oz,HonestTOrgHnyGrn 16.9oz,Honest Tea Organic Honey Green Tea (16.9oz)
Honest T Pch Wht 16.9oz,Honest T Pch Wht 16.9oz,Honest Tea Peach White Tea (16.9oz)
LptPureLeafGrnHnyT 16oz,LptPureLeafGrnHnyT 16oz,Lipton PureLeaf Green with Honey Tea (16oz)
Lpt PureLeaf Peach 16oz,Lpt PureLeaf Peach 16oz,Lipton PureLeaf Peach (16oz)
Dt Snple PchIceTGL 16oz,Dt Snple PchIceTGL 16oz,Diet Snapple Peach Iced Tea GL (16oz)
Dt Snple Pch Ice T 20oz,Dt Snple Pch Ice T 20oz,Diet Snapple Peach Iced Tea PL (20oz)
Snple Peach T GL 16oz,Snple Peach T GL 16oz,Snapple Peach Tea GL (16oz)
,Sobe Lean Pch T 20oz,Sobe Diet Peach (20oz)
Sobe Engy Citrus 20oz,Sobe Engy Citrus 20oz,Sobe Energy Citrus (20oz)
,Strbks Frap Dk Choc 9.5oz,Starbucks Frappuccino Dark Chocolate (9.5oz)
TRain Pch Nec 12oz,TRain Pch Nec 12oz,Talking Rain Peach Nectarine Sparkling Water (12oz)
VWtr EngyTropCit 20oz,VWtr EngyTropCit 20oz,Vitamin Water Energy Tropical Citrus (20oz)
Trop Pch Papaya 20oz,Trop Pch Papaya 20oz,Tropicana Peach Papaya (20oz)
zzzPayDay Hny Rst 1.85oz,,zzzPayDay Honey Roast (1.85oz)
Reeses PB WhtChoc 1.5oz,Reeses PB WhtChoc 1.5oz,Reeses Peanut Butter White Chocolate (1.5oz)
Toblerone Choc 1.23oz,Toblerone Choc 1.23oz,Toblerone Chocolate (1.23oz)
zzzMega Chs PB Crkr 1.68oz,,zzzMega Cheese Peanut Butter Cracker (1.68oz)
zzzTH Milk 1% Choc 16oz,,zzzTurkey Hill Milk 1% Chocolate (16oz)
TH Milk 2% Wht 16oz,TH Milk 2% Wht 16oz,Turkey Hill Milk 2% White (16oz)
zzzTH Milk Whole Wht 16oz,zzzTH Milk Whole Wht 16oz,zzzTurkey Hill Milk Whole White (16oz)
zzzTH SBerry Milk 16oz,,zzzTurkey Hill Strawberry Milk (16oz)
zzzTH Van Milk 16oz,,zzzTurkey Hill Vanilla Milk (16oz)
zzzGmas Lmn Chs 2.75oz,,zzzGrandmas Lemon Cheese (2.75oz)
zzzGmas Mini Van Crm 4.1oz,,zzzGrandmas Mini Vanilla Cream Cookies (4.1oz)
Bugles NChs 1.5oz,Bugles NChs 1.5oz,Bugles Nacho Cheese (1.5oz)
ChexMix Hny Nut 1.75oz,ChexMix Hny Nut 1.75oz,Chex Mix Honey Nut (1.75oz)
zzzFritos BBQ 2.5oz,,zzzFritos BBQ (2.5oz)
Fritos FTwtHnyBBQ 2.5oz,,Fritos Flavor Twists with Honey BBQ (2.5oz)
Lays KtleMesqBBQ1.375oz,Lays KtleMesqBBQ1.375oz,Lays Kettle Cooked Mesquite BBQ (1.375oz)
zzzLays KtleMesqBBQ2.375oz,,zzzLays Kettle Cooked Mesquite BBQ (2.375oz)
ChefBoyChsRavioli 7.5oz,ChefBoyChsRavioli 7.5oz,Chef Boyardee Cheese Ravioli (7.5oz)
Dole Peaches 7oz,Dole Peaches 7oz,Dole Peaches (7oz)
Hot Pok ChsBurgr 4oz,Hot Pok ChsBurgr 4oz,Hot Pockets Cheeseburger (4oz )
Hot Pok Ham Chs 4oz,Hot Pok Ham Chs 4oz,Hot Pockets Ham and Cheese (4oz )
SFast Opt RichChoc 11oz,SFast Opt RichChoc 11oz,Slim-Fast Optima Rich Chocolate Royale (11oz)
zzzStarkist LTG Tuna 4.5oz,,zzzStarkist Lunch To Go Tuna (4.5oz)
Hartley BBQ Waffle 1oz,,Hartley BBQ Waffle (1oz)
zzzSobe Engy Grn T 20oz,zzzSobe Engy Grn T 20oz,zzzSobe Energy Green Tea (20oz)
TH Peach T 16oz,TH Peach T 16oz,Turkey Hill Peach Tea (16oz)
Yoohoo Choc BT 15.5oz,Yoohoo Choc BT 15.5oz,Yoo-hoo Chocolate Drink Bottle (15.5oz)
ACappStekChiliChs1.75oz,,Andy Capp Steak Chili Cheese Fries (1.75oz)
zzzDole Peaches 8.75oz,,zzzDole Peaches (8.75oz)
AmpEngy Boost Orig 16oz,AmpEngy Boost Orig 16oz,Amp Energy Boost Original (16oz)
FullThr Fury Engy 16oz,FullThr Fury Engy 16oz,Full Throttle Fury Energy Drink (16oz)
Jumex Peach Nec 11.3oz,Jumex Peach Nec 11.3oz,Jumex Peach Nectar (11.3oz)
Snydr BBQ Chips 1oz,,Snyders BBQ Chips (1oz)
CHB Choc Chip Dbl 4oz,,Cloverhill Chocolate Chip Double Downs (4oz)
zzzGBtch Choc Wfr 2.2oz,,zzzGolden Batch Chocolate Wafers (2.2oz)
Gmas PB Ckie 2.5 oz,Gmas PB Ckie 2.5 oz,Grandmas Peanut Butter Cookies (2.5oz)
Yoohoo Choc CN 11oz,Yoohoo Choc CN 11oz,Yoo-hoo Chocolate Drink Can (11oz)
Lays KtleSSPepp 1.375oz,Lays KtleSSPepp 1.375oz,Lays Kettle Cooked Sea Salt Cracked Pepper (1.375oz)
CHB SberryChsDan 4.25oz,CHB SberryChsDan 4.25oz,Cloverhill Strawberry Cheese Danish (4.25oz)
Red Bull SF Engy 8.4oz,Red Bull SF Engy 8.4oz,Red Bull Sugar Free Energy Drink (8.4oz)
zzzHot Cheese Curl 1 oz,,zzzHot Cheese Curls (1oz)
Gmas Choc Chp 2.5oz,Gmas Choc Chp 2.5oz,Grandmas Chocolate Chip Cookies (2.5oz)
Klg Ptrt ChocChp 3.67oz,Klg Ptrt ChocChp 3.67oz,Kellogg Pop Tarts Frosted Chocolate Chip (3.67oz)
MFrsh Jbo Hny Bun 5oz,MFrsh Jbo Hny Bun 5oz,Mrs. Freshleys Jumbo Honey Bun (5oz)
Red Bull Engy Drk 8.4oz,Red Bull Engy Drk 8.4oz,Red Bull Energy Drink (8.4oz)
Hrshy Mlk Choc 1.55oz,Hrshy Mlk Choc 1.55oz,Hersheys Milk Chocolate (1.55oz)
Gmas OatmlRsnCkie 2.5oz,Gmas OatmlRsnCkie 2.5oz,Grandmas Oatmeal Raisin Cookies (2.5oz)
CHB Crm Chs Ck 4oz,CHB Crm Chs Ck 4oz,Cloverhill Cream Cheese Cakes (4oz)
Gmas Mini VanCrm 3.71oz,Gmas Mini VanCrm 3.71oz,Grandmas Mini Vanilla Cream Cookies (3.71oz)
Macs BBQ Pork Skins 1oz,Macs BBQ Pork Skins 1oz,Macs BBQ Pork Skins (1oz)
zzzPet 1% Choc Mlk .5pt,,zzzPet 1% Chocolate Milk (.5pt)
Pet Skim Mlk .5pt,Pet Skim Mlk .5pt,Pet Skim Milk (.5pt)
zzzPet Whl Mlk .5pt,zzzPet Whl Mlk .5pt,zzzPet Vitamin D Whole Milk (.5pt)
Pet Whl Mlk 16oz,Pet Whl Mlk 16oz,Pet Vitamin D Whole Milk (16oz)
PetTruMooChocWhlMlk16oz,PetTruMooChocWhlMlk16oz,Pet TruMoo Chocolate Whole Milk (16oz)
Nquik 1% Choc Mlk 14oz,Nquik 1% Choc Mlk 14oz,Nestle Nesquik 1% Low Fat Chocolate Milk (14oz)
Herr Hot Chs Curls 1oz,Herr Hot Chs Curls 1oz,Herrs Hot Cheese Curls (1oz)
NOS HP Engy Drk 16oz,NOS HP Engy Drk 16oz,NOS High Performance Energy Drink (16oz)
NOS FrtPnchEngyDrk 16oz,,NOS Fruit Punch Energy Drink (16oz)
Pet 2% Mlk 16oz,Pet 2% Mlk 16oz,Pet Reduced Fat 2% Milk (16oz)
Pet 2% Mlk .5pt,Pet 2% Mlk .5pt,Pet Reduced Fat 2% Milk (.5pt)
VWtr 10 Cal Energy 20oz,VWtr 10 Cal Energy 20oz,Vitamin Water 10 Calories Energy (20oz)
Entmn SBerryChs Dan 5oz,,Entenmanns Strawberry Cheese Danish (5oz)
Moon Pie Choc 2oz,Moon Pie Choc 2oz,Moon Pie Chocolate (2oz)
Hrshy Ckie N Crm 1.55oz,Hrshy Ckie N Crm 1.55oz,Hersheys Cookies n Cream (1.55oz)
Welch Wht GrpPch 11.5oz,Welch Wht GrpPch 11.5oz,Welchs White Grape Peach Juice (11.5oz)
zzzMtromntChocmnt16.9oz,zzzMtromntChocmnt16.9oz,zzzMetromint Chocolatemint Water (16.9oz)
Red Bull SF Engy 12oz,Red Bull SF Engy 12oz,Red Bull Sugar Free Energy Drink (12oz)
,Rice Drm Orig Enriched Mlk 32oz,Rice Dream Original Enriched Milk (32oz)
,Rice Drm Van Mlk 32oz,Rice Dream Vanilla Milk (32oz)
,Miami Grocery Skim Mlk 1gal,Miami Grocery Skim Milk (1gal)
,Fruit - Peach,Fruit - Peach
,zzzLuna Ckie CrmDelite Br 1.69oz,zzzLuna Cookie Cream Delite Bar (1.69oz)
,Jose Ole Beef Chs Taco 5oz,Jose Ole Beef & Cheese Soft Taco (5oz)
,Nbco 100 Cal Choc Crkr .78oz,Nabisco 100 Calorie Barnum's Chocolate Crackers (.78oz)
Kbler RBFdgStripe .74oz,Kbler RBFdgStripe .74oz,Keebler Right Bites 100 Calorie Fudge Stripes Cookie (.74oz)
,Miami Grocery Whl Mlk 1gal,Miami Grocery Whole Milk (1gal)
,zzzMiami Grocery Whl Mlk .5gal,zzzMiami Grocery Whole Milk (.5gal)
,Celes HnyVan Wht Chai T 20ct,Celestial Honey Vanilla White Chai Tea (Box of 20)
LaysKtleMauiOnion1.38oz,LaysKtleMauiOnion1.38oz,Lays Kettle Cooked Maui Onion (1.38oz)
,Oak Farm Vitmn D Mlk .5pt,Oak Farm Vitamin D Milk (.5pt)
,zzzOak Farm 2% RF Mlk .5pt,zzzOak Farm 2% Reduced Fat Milk (.5pt)
,Oak Farm Choc Mlk .5pt,Oak Farm Chocolate Milk (.5pt)
,Hansen's Dt Pch 12oz,Hansen's Diet Peach (12oz)
ClifZBrOrgChocChp1.27oz,ClifZBrOrgChocChp1.27oz,Clif Z-Bar Organic Chocolate Chip (1.27oz)
,zzzOreo Choc Ckie 52.5oz,zzzOreo Cookie (52.5oz)
SnkwellVanCrmCkie 2oz,SnkwellVanCrmCkie 2oz,Snackwells Vanilla Cream Mini Cookie (2oz)
,zzzMiami Grocery Skim Mlk 1qt,zzzMiami Grocery Skim Milk (1qt)
Oreo Choc Ckie 2.4oz,Oreo Choc Ckie 2.4oz,Oreo Chocolate Cookie (2.4oz)
QkrPopdChedChsSnk .67oz,QkrPopdChedChsSnk .67oz,Quaker Popped Cheddar Cheese Rice Snacks (.67oz)
,Pfarm Btr Chessmen Ckie .71oz,Pepperidge Farm 100 Calorie Butter Chessman Cookie (.71oz)
,Pfarm Btr Choc Chunk Ckie .71oz,Pepperidge Farm 100 Calorie Chocolate Chunk Cookie (.71oz)
Gmas Mini VanCrm 2.12oz,Gmas Mini VanCrm 2.12oz,Grandmas Mini Vanilla Cream Cookies (2.12oz)
Chic Sea Tuna Kit 3.4oz,Chic Sea Tuna Kit 3.4oz,Chicken of the Sea Tuna Kit (3.4oz)
,Sws Ms PickMeUp Hot Choc 1oz,Swiss Miss Pick Me Up Hot Chocolate (1oz)
,Grandmas Ckie Vrty Pk 2.5oz,Grandmas Cookies Variety Pack (2.5oz)
,CA Chs Pcorn 1.75oz,CA Cheese Popcorn (1.75oz)
,zzzGloria Jean Hot Choc K-cup,zzzGloria Jean's Hot Chocolate K-Cup
Sconza GummyBear 2.25oz,Sconza GummyBear 2.25oz,Sconza Gummy Bears (2.25oz)
,zzzCrmOLand 1/2&1/2 Mlk .38oz,zzzCream O Land Half and Half Milk (.38oz)
,CrmOLand Whl Mlk .38oz,Cream O Land Whole Milk (.38oz)
Entmn Cher Chs Dan 5oz,Entmn Cher Chs Dan 5oz,Entenmanns Cherry Cheese Danish (5oz)
Entmn Chs Dan 5oz,Entmn Chs Dan 5oz,Entenmanns Cheese Danish (5oz)
zzzGmas PB Ckie 2.5oz,zzzGmas PB Ckie 2.5oz,zzzGrandmas Peanut Butter Cookies (2.5oz)
,zzzMFrsh 100CalChocCck 1.3oz,zzzMrs. Freshleys 100 Calorie Chocolate Cupcake (1.3oz)
zzz5 Hr Engy Berry 2oz,zzz5 Hr Engy Berry 2oz,zzz5 Hour Energy Berry (2oz)
5 Hr Engy Lmn Lime 2oz,5 Hr Engy Lmn Lime 2oz,5 Hour Energy Lemon Lime (2oz)
Entmn BberryChs Dan 5oz,,Entenmanns Blueberry Cheese Danish (5oz)
Sobe BerryPom Engy 16oz,,Sobe Berry Pomegranate Energy Drink (16oz)
BSvrEngyMintWgreen12ct,,Breath Savers Energy Mint Wintergreen (12ct)
EAS Mplx Lite Choc 11oz,,EAS Myoplex Lite Chocolate Fudge (11oz)
CHB Choc Glz Donut 2oz,,Cloverhill Chocolate Glazed Donut (2oz)
Macs BBQPork Rds .625oz,,Macs BBQ Pork Rinds (.625oz)
CHB IcedChocDonuts 4oz,,Cloverhill Iced Chocolate Donuts (4oz)
Klg Spec K ChocBr .81oz,,Kellogg Special K Chocolatey Drizzle Bar (.81oz)
BSB ChocFrost Donut 3oz,BSB ChocFrost Donut 3oz,Broad Street Bakery Chocolate Frost Mini Donut (3oz)
CHB Chs Danish 4oz,CHB Chs Danish 4oz,Cloverhill Cheese Danish (4oz)
Bsil ChocSndwch Cms 5oz,,Basil's Chocolate Sandwich Cremes (5oz)
Fritos FTwt Hny BBQ 2oz,Fritos FTwt Hny BBQ 2oz,Fritos Flavor Twists with Honey BBQ (2oz)
BSB Jbo Hny Bun 5oz,BSB Jbo Hny Bun 5oz,Broad Street Bakery Jumbo Honey Bun (5oz)
CHB Jbo Hny Bun 3oz,,Cloverhill Jumbo Honey Bun (3oz)
FullThr Unld Engy 16oz,,Full Throttle Unleaded Energy Drink (16oz)
FullThrBAgv Engy 16oz,FullThrBAgv Engy 16oz,Full Throttle Blue Agave Energy Drink (16oz)
Dole PApl PchMgo 15.2oz,,Dole Pineapple Peach Mango (15.2oz)
Duchess Choc Donuts 3oz,Duchess Choc Donuts 3oz,Duchess Chocolate Donuts (3oz)
Snydr HnyWhetStk 2.25oz,Snydr HnyWhetStk 2.25oz,Snyders Honey Wheat Sticks (2.25oz)
MFrsh JellySwlHnyBun4oz,MFrsh JellySwlHnyBun4oz,Mrs. Freshleys Jelly Swirl Honey Bun (4oz)
MFrsh JboGlz HnyBun 4oz,MFrsh JboGlz HnyBun 4oz,Mrs. Freshleys Jumbo Glazed Honey Bun (4oz)
Nquik 1% SberryMlk 14oz,Nquik 1% SberryMlk 14oz,Nestle Nesquik 1% Low Fat Strawberry Milk (14oz)
QOats ChocRiceSnk .91oz,,Quaker Oats Chocolate Rice Snack (.91oz)
Lnc WhlG RealChs1.375oz,Lnc WhlG RealChs1.375oz,Lance Whole Grain Real Cheddar Cheese on Wheat (1.375oz)
NOS Grape Energy 16oz,NOS Grape Energy 16oz,NOS Grape Energy Drink (16oz)
GmasChocBrwneCkie 2.5oz,GmasChocBrwneCkie 2.5oz,Grandmas Chocolate Brownie Cookie (2.5oz)
Host Choc Cck 3.5oz,Host Choc Cck 3.5oz,Hostess Chocolate Cupcake (3.5oz)
,TOF Distbtr Skim Mlk 1gal,TOF Distributor Skim Milk (1gal)
,TOF Distbtr Whl Mlk 1gal,TOF Distributor Whole Milk (1gal)
,Berkeley 1% Choc Mlk .5gal,Berkeley 1% Chocolate Milk (.5gal)
ClifWhtChocMcdemia2.4oz,ClifWhtChocMcdemia2.4oz,Clif White Chocolate Macadamia Nut Bar (2.4oz)
,DC CafeDelight Hny 9g/200,"DC Cafe Delight Honey (9g, Box of 200)"
,Silk Orig Soymlk Frdg 1qt,Silk Original Soymilk Refrigerated (1qt)
,Tuscan 2% Milk 1qt,Tuscan 2% Milk (1qt)
,Stacy's Soy Crisps Chs 1oz,Stacys Soy Chip Cheese (1oz)
PrairieFrm 2%Mlk 16oz,PrairieFrm 2%Mlk 16oz,Prairie Farms 2% Milk (16oz)
LaysKtleShrpChed1.375oz,LaysKtleShrpChed1.375oz,Lays Kettle Cooked Sharp Cheddar Chips (1.375oz)
Qkr ChwyChocChip 1.48oz,Qkr ChwyChocChip 1.48oz,Quaker Chewy Chocolate Chip Bar (1.48oz)
QkrChwyPBChocChip1.48oz,QkrChwyPBChocChip1.48oz,Quaker Chewy Peanut Butter Chocolate Chip Bar (1.48oz)
